N,PQSCAAS,PQSCAAS_std,Sinha2026,Sinha2026_std,Yu2021,Yu2021_std,Bai2025,Bai2025_std
100,3.1494836393892665,0.0997612852562365,1051.3911381745427,5.2524493723078045,1641.586087491749,9.30185098100856,37.421053340281745,0.19878272330288177
500,14.945330818002812,0.06327296730538276,5254.16016606357,30.41062656837845,8212.794614288005,50.33769511750305,186.84320081146404,0.8236825635904728
1000,29.627344413948528,0.08186475457205228,10508.526959865261,58.85331233067605,16411.01447133636,99.82256777537171,373.5122237817411,2.201965440460446
5000,148.07820931666836,0.4307996825348745,52503.860020632055,314.99800075385383,82001.21181503033,541.9569852044901,1870.3506641135662,9.377621306261778
10000,295.5889272535002,1.0761157420733276,105102.87620309909,658.7386115056235,164171.81966751823,840.8286399007563,3741.263957038671,19.182724961739247
